,id,name,license_id,address_number,address_street_name,ssn,person_id,transcript
2179,37616,Katelyn Schwerin,430143,332,Franklin Ave,392365033,37616,"‘Oh, PLEASE mind what you’re doing!’ cried Alice, jumping up and down in
"
2180,33417,Brenton Bransfield,332881,506,Mellodew Circle,357721399,33417,"certainly did NOT, being made entirely of cardboard.)
"
2181,36184,Aleshia Sajorda,206717,3357,Hurds Rd,769969460,36184,"
"
2182,83440,Celina Hassel,356820,1886,Springwood Hall Circle,826624434,83440,"our house I should like to show you! A little bright-eyed terrier, you
"
2183,43142,Terry Wiltsie,426046,3815,Paradise Lake Rd,474701669,43142,"
"
2184,82903,Sherice Hedges,883192,2771,Linebrook St,532392295,82903,"reason is--’ here the Mock Turtle yawned and shut his eyes.--‘Tell her
"
2185,10122,Alva Conkel,779002,116,Diversey Circle,148521773,10122,"
"
2186,19554,Romeo Wesolowski,634827,2568,N Lawndale Rd,810191483,19554,"worse. You MUST have meant some mischief, or else you’d have signed your
"
2187,35300,Peter Schenfeld,619370,1069,Folcroft Ave,137539997,35300,"knowing how old it was, and, as the Lory positively refused to tell its
"
2188,88153,Lonnie Ferrar,156597,1900,Goodwood Circle,741071779,88153,"
"
2189,62744,Chadwick Verfaille,120545,3220,Eiler Rd,168687472,62744,"‘important--unimportant--unimportant--important--’ as if he were trying
"
2190,81068,Sophie Pfau,783122,2485,Keuka Blvd,765406224,81068,"‘Of course it was,’ said the Mock Turtle.
"
2191,77659,Laurice Sevadjian,796792,2530,Everett Rd,173156921,77659,"
"
2192,78400,Phillip Paprocki,232759,3065,South Dundalk St,373199831,78400,"moment Five, who had been anxiously looking across the garden, called
"
2193,90422,Kathlyn Quidas,453658,2123,Raynes Ave,455087742,90422,"   Who for such dainties would not stoop?
"
2194,29202,Henry Behrendt,889795,2996,Valeswood Blvd,289980778,29202,"for apples, yer honour!’
"
2195,11618,Pedro Gorelik,907869,1259,Match Point Rd,590099412,11618,"‘What size do you want to be?’ it asked.
"
2196,76313,Barney Heron,310543,1785,Moonrise Ave,451650329,76313,"‘We had the best of educations--in fact, we went to school every day--’
"
2197,13296,Danial Hinderman,327999,3503,Holly Forest Way,784435644,13296,"‘If everybody minded their own business,’ the Duchess said in a hoarse
"
2198,95046,Carroll Luckman,244125,3477,Bassingbourn Blvd,113635458,95046,"
"
2199,10455,Sally Claborn,508546,2621,North Croydon Dr,659962475,10455,"‘Take some more tea,’ the March Hare said to Alice, very earnestly.
"
2200,72865,Arnold Boyanton,686562,3335,Belle St,492296849,72865,"An enormous puppy was looking down at her with large round eyes, and
"
2201,69193,Douglass Santulli,716581,1149,Lower Jones Circle,325351784,69193,"presented the thimble, saying ‘We beg your acceptance of this elegant
"
2202,62696,Tiana Proffit,827799,651,Chalkwell Park Dr,238139266,62696,"the mallets live flamingoes, and the soldiers had to double themselves
"
2203,10980,Myron Willington,301337,3212,W Brampton Way,597993407,10980,"
"
2204,33501,Ralph Blockett,689713,3891,Villa Serena Dr,771783538,33501,"myself, you see.’
"
2205,77884,Micki Ladtkow,474733,3931,Askey Blvd,130138140,77884,"She was moving them about as she spoke, but no result seemed to follow,
"
2206,25546,Elroy Gallimore,321568,3275,Lloyd Baker Way,141956049,25546,"question, you know.’
"
2207,25317,Eloisa Brabston,559325,1941,Amott Ave,832288833,25317,"her a good deal until she made out what it was: she was beginning to
"
2208,92305,Merle Przybysz,666314,758,Messiner Rd,164305892,92305,"down her flamingo, and began an account of the game, feeling very glad
"
2209,42765,Cyndi Kondo,115674,2885,Noeline Way,961657287,42765,"whether you’re a little girl or a serpent?’
"
2210,53032,Russell Belancer,322803,3296,Lakechime St,872293054,53032,"
"
2211,96540,Frankie Miotke,982935,2327,Kerbey Dr,312782114,96540,"she thought, and looked into its eyes again, to see if there were any
"
2212,47210,Beau Emfinger,772837,3034,Bertwell Way,404063272,47210,"repeated, aloud.
"
2213,41156,Deloris Spuhler,957020,1515,Maitland Dr,424070826,41156,"perhaps after all it might tell her something worth hearing. For some
"
2214,62387,Willard Peeling,776758,768,Osward Dr,124754343,62387,"pleased to have got into a conversation.
"
2215,47718,Connie Chenard,802217,851,Kingscourt Circle,309365590,47718,"‘Then the words don’t FIT you,’ said the King, looking round the court
"
2216,28595,Patricia Kettler,729647,3826,N Newbridge Circle,236183384,28595,"anything but sit with its mouth open, gazing up into the roof of the
"
2217,33034,Sang Grinnan,257981,1303,Back Fylde Blvd,334918797,33034,"trouble, you know, as we needn’t try to find any. And yet I don’t know,’
"
2218,70672,Devin Albracht,888710,1613,Devereaux Dr,898981140,70672,"other side of the garden, where Alice could see it trying in a helpless
"
2219,14468,Saturnina Zeimetz,156151,1225,Leder St,128724962,14468,"‘That is not said right,’ said the Caterpillar.
"
2220,64469,Refugio Ruggle,232054,2455,W Pippin Blvd,615755512,64469,"
"
2221,17464,Hung Virdin,869661,3062,Tyre Rd,575540766,17464,"hands were clasped upon her knee, and the bright eager eyes were looking
"
2222,23136,Dillon Jesperson,918059,1019,Everett Farm Blvd,588250132,23136,"‘Stand up and repeat “‘TIS THE VOICE OF THE SLUGGARD,”’ said the
"
2223,71906,Wyatt Schiebel,497849,461,Armitage St,112357415,71906,"you liked with the clock. For instance, suppose it were nine o’clock in
"
2224,86843,Marjorie Standard,637186,3412,Enborn St,962695900,86843,"‘Perhaps it doesn’t understand English,’ thought Alice; ‘I daresay it’s
"
2225,30622,Blaine Dainels,660428,3420,Brewin Blvd,727919790,30622,"‘What for?’ said the one who had spoken first.
"
2226,20953,Casey Gobble,341613,3524,Hillery Circle,959026809,20953,"and not to her, so she took courage, and went on again:--
"
2227,17708,Carrol Mazzanti,713142,315,Rental Car Dr,832003697,17708,"‘Hm! No accounting for tastes! Sing her “Turtle Soup,” will you, old
"
2228,30548,Winnie Dess,573918,3208,Lilla Way,621952496,30548,"‘What size do you want to be?’ it asked.
"
2229,81126,Dominick Unterburger,130160,1001,Woodlake Hills Circle,591691151,81126,"‘It’s all about as curious as it can be,’ said the Gryphon.
"
2230,67910,Tamisha Blochberger,565251,2853,Kayeton Dr,953005028,67910,"Once more she found herself in the long hall, and close to the little
"
2231,86700,Houston Woodby,365689,1614,Jensen Ranch St,708415275,86700,"said to herself; ‘his eyes are so VERY nearly at the top of his head.
"
2232,93379,Reggie Herzberg,289993,985,Blakelow Ave,836353550,93379,"Soon her eye fell on a little glass box that was lying under the table:
"
2233,61925,Keli Kibbe,746149,61,Meopham Rd,578215795,61925,"like a mouse, you know. But do cats eat bats, I wonder?’ And here Alice
"
2234,93869,Carl Krammes,183096,2943,Stoughton Dr,963175578,93869,"a great crash, as if a dish or kettle had been broken to pieces.
"
2235,30237,Shane Kelk,246900,2236,Bluffs Edge Blvd,696420352,30237,"way, ‘Prizes! Prizes!’
"
2236,22871,Britteny Dawson,969205,2834,Minebrook Circle,379893647,22871,"The Hatter opened his eyes very wide on hearing this; but all he SAID
"
2237,68531,Micah Arend,584103,1032,E Belle Ave,370917943,68531,"
"
2238,74694,Art Delargy,219475,3815,Anand Brook Rd,701792573,74694,"hastily, for the White Rabbit cried out, ‘Silence in the court!’ and the
"
2239,42474,Lakita Jurkowski,913984,3488,Gable Ridge Rd,477119524,42474,"sneezed occasionally; and as for the baby, it was sneezing and howling
"
2240,55985,Sigrid Tranter,666386,2332,Mont Clare Blvd,964960971,55985,"The Queen had only one way of settling all difficulties, great or small.
"
2241,84266,Jeffrey Masso,392488,1658,South Filbert Ave,304716021,84266,"
"
2242,22725,Rachal Heinl,568822,1196,Grand Rio Dr,636586016,22725,"
"
2243,63634,Trenton Laducer,881946,478,Hedges Circle,715413032,63634,"As she said this she looked down at her hands, and was surprised to see
"
2244,95028,Victor Strehlow,558498,1333,Donny Circle,353236179,95028,"
"
2245,23067,Hillary Tratar,367140,3069,Dowlin Ave,954342283,23067,"
"
2246,82983,Ivelisse Premer,635138,1037,Casa Verde Ave,112313668,82983,"‘I don’t like the look of it at all,’ said the King: ‘however, it may
"
2247,48093,Mauro Vassel,793150,639,Showlow Circle,887783755,48093,"
"
2248,23332,Deangelo Nunnelley,287095,2861,Blakefield Blvd,803942921,23332,"but her voice sounded hoarse and strange, and the words did not come the
"
2249,24347,Arlie Hereth,950387,1370,Warners End Circle,163972781,24347,"    *    *    *    *    *    *
"
2250,38595,Luigi Fleming,225269,3499,Strathmoor Ave,309183006,38595,"So she was considering in her own mind (as well as she could, for the
"
2251,60290,Carmelina Savary,613766,1913,Casitas Ave,610333316,60290,"repeated, aloud.
"
2252,35639,Nicholas Lagana,467806,622,Diamond Spring Ave,957959829,35639,"had kept a piece of it in her pocket) till she was about a foot high:
"
2253,32658,Tyler Hodosy,532116,3836,Caldran Circle,754973620,32658,"
"
2254,42951,Eldora Michelle,648416,2654,N Odell Ave,910190803,42951,"shall only look up and say “Who am I then? Tell me that first, and then,
"
2255,81780,Tenisha Janssen,900546,2842,Mount Veeder Circle,996666243,81780,"it trot away quietly into the wood. ‘If it had grown up,’ she said
"
2256,28996,Tanja Blinston,830897,1309,N Ada Blvd,208006636,28996,"‘Idiot!’ said the Queen, tossing her head impatiently; and, turning to
"
2257,17215,Terrance Stickler,726188,3415,E Deerpath Way,333552256,17215,"cat in the world! Oh, my dear Dinah! I wonder if I shall ever see you
"
2258,80911,Blaine Presgraves,533165,1391,Parker Ranch Dr,504529763,80911,"‘Well, if I must, I must,’ the King said, with a melancholy air, and,
"
2259,44740,Kerry Noor,605451,1109,Turneur Blvd,558961406,44740,"[‘I only wish it was,’ the March Hare said to itself in a whisper.)
"
2260,23417,Hobert Lupu,467480,2259,Tresser Dr,502466778,23417,"     And welcome little fishes in
"
2261,90096,Jen Shoulders,395191,1912,East Bonness Way,239616391,90096,"
"
2262,86840,Rosario Mckeller,803486,2720,Southwest Gibson Blvd,717019111,86840,"behind it, it occurred to her that she might as well look and see what
"
2263,65617,Shayne Colace,242261,1944,Kimiyo Blvd,549162568,65617,"CHAPTER II. The Pool of Tears
"
2264,42180,Cedrick Margolies,919108,986,Sebago Way,472716449,42180,"
"
2265,88681,Jacqui Loeschner,226248,2503,S Skidmore Circle,336174450,88681,"could hear the rattle of the teacups as the March Hare and his friends
"
2266,42609,Harry Lenoch,328998,2537,Lyng St,667899094,42609,"
"
2267,36967,Zetta Bison,205438,1,Enford Blvd,540355153,36967,"
"
2268,85171,Patricia Dees,967869,1771,Hemley Dr,614528933,85171,"
"
2269,27055,Ernest Childress,570173,2939,Bradcutts Way,461377591,27055,"‘Oh, you’re sure to do that,’ said the Cat, ‘if you only walk long
"
2270,71843,Micheal Dillis,771137,2775,Grannis Rd,422843485,71843,"
"
2271,47055,Keven Parsi,684843,1881,Belvue Dr,825961495,47055,"It’s enough to drive one crazy!’
"
2272,68702,Ralph Meyerott,963506,3597,State Forest Rd,326794729,68702,"just beginning to write this down on their slates, when the White Rabbit
"
2273,18181,Ronni Zubiate,123807,1894,Bustleton Dr,991143065,18181,"These were the verses the White Rabbit read:--
"
2274,40881,Macie Winsett,964681,3260,Wychwood Circle,486878273,40881,"‘What for?’ said the one who had spoken first.
"
2275,52704,Edward Robblee,118811,404,Paul Revere Blvd,558916938,52704,"Everybody looked at Alice.
"
2276,45247,Shane Kirven,511803,1013,Newcombs Dr,515123327,45247,"
"
2277,45829,Warner Kye,539088,2992,Heathcote Blvd,791531752,45829,"‘I think I should understand that better,’ Alice said very politely, ‘if
"
2278,57591,Lyndon Rench,292820,1134,Farm Credit St,626242956,57591,"‘How dreadfully savage!’ exclaimed Alice.
"
2279,74790,Joesph Burkhart,365895,2896,Uxbridge Blvd,903217918,74790,"
"
2280,39740,Sharmaine Silvan,721443,3485,Steamview Ave,435969627,39740,"you’re changed, do you?’
"
2281,98128,Keith Savary,351945,3882,S Carlinda Ave,925046711,98128,"   And yet you incessantly stand on your head--
"
2282,73253,Winfred Gwaltney,742223,3093,Princton Blvd,728091909,73253,"fear they should forget them before the end of the trial.’
"
2283,43203,Rich Piedmont,675066,1897,Granite Creek Dr,597278882,43203,"holiday?’
"
2284,43628,Jere Girardi,956352,2955,Charon Rd,983098186,43628,"only took the regular course.’
"
2285,57763,Eunice Seier,234751,536,Templewood Blvd,701997674,57763,"
"
2286,83949,Usha Zibert,882536,1440,Menotti St,765618238,83949,"Duchess was VERY ugly; and secondly, because she was exactly the
"
2287,96247,Emmanuel Dusenberry,802778,3746,Dura St,719296070,96247,"if I like being that person, I’ll come up: if not, I’ll stay down here
"
2288,57322,Georgette Villareal,585416,1019,Connecticut St,588822374,57322,"had got so much into the way of expecting nothing but out-of-the-way
"
2289,42274,Louie Tejadilla,337986,250,Felbrigg Hall Ave,931695498,42274,"to keep herself from being run over; and the moment she appeared on the
"
2290,86304,Arthur Weidenbach,704040,2793,County Way,854959948,86304,"‘I keep them to sell,’ the Hatter added as an explanation; ‘I’ve none of
"
2291,88074,Nicolas Lehner,368018,2656,Arthur Woods Dr,921393147,88074,"looking for it, while the rest of the party went back to the game.
"
2292,71411,Richard Manwaring,415172,2286,Ana Lisa Blvd,836617275,71411,"‘Hold your tongue!’ added the Gryphon, before Alice could speak again.
"
2293,37251,Rene Everett,798511,1981,Sonter Way,652978878,37251,"her: she gave a little scream, half of fright and half of anger, and
"
2294,50950,Rey Walczak,731422,2718,Ashely Blvd,918128882,50950,"have got altered.’
"
2295,75333,Andre Berdecia,999993,409,Branch Brook Circle,328795827,75333,"
"
2296,25911,Roy Sten,222953,1974,Byscane Blvd,266836774,25911,"Queen, who was reading the list of singers.
"
2297,28554,Joey Lege,147476,1677,Mount Jasper Dr,558523380,28554,"a tone of great relief. ‘Now at OURS they had at the end of the bill,
"
2298,63641,Angie Ruffel,635580,3270,Roughetts Way,858128063,63641,"was on the top of it.
"
2299,99319,Ruben Schares,847504,2396,Cannon Court Dr,640507505,99319,"hungry, in which case it would be very likely to eat her up in spite of
"
2300,53122,Theresa Plueger,601372,650,N View Dr,393275634,53122,"hastily, for the White Rabbit cried out, ‘Silence in the court!’ and the
"
2301,64905,Lala Miskinis,486747,1431,Pea Blvd,322160833,64905,"             Said
"
2302,62503,Elton Lafont,214018,1343,Moffat St,416925115,62503,"did you ever eat a bat?’ when suddenly, thump! thump! down she came upon
"
2303,56973,Emmy Shah,178683,1858,Isham Randolph Ave,678379028,56973,"By the time she had caught the flamingo and brought it back, the fight
"
2304,59568,Katelyn Mcintee,702920,2389,Brunell St,992436480,59568,"Alice did not quite know what to say to this: so she helped herself
"
2305,39689,Ligia Salta,465861,1018,Oldsandy Hollow St,953883585,39689,"very queer indeed:--
"
2306,58504,Marcellus Keesey,851841,135,Lauerman Rd,740767107,58504,"ever having seen such a thing.
"
2307,33845,Arturo Samra,636014,3042,Millbourne Way,862840344,33845,"
"
2308,43596,Verla Forget,911571,1150,Fawn Trail Way,145546409,43596,"said to herself; ‘the March Hare will be much the most interesting, and
"
2309,56615,Clare Rzasa,821158,3792,S Colorado Blvd,851015671,56615,"‘Talking of axes,’ said the Duchess, ‘chop off her head!’
"
2310,69239,Fairy Jaquet,548884,2647,Torre Blvd,637040254,69239,"
"
2311,99111,Trinity Mcgiboney,603960,3822,Reiby Way,219831893,99111,"The March Hare took the watch and looked at it gloomily: then he dipped
"
2312,27805,Tanna Tippett,402129,810,Romain Way,430879830,27805,"ferrets! Where CAN I have dropped them, I wonder?’ Alice guessed in a
"
2313,36284,Jarvis Baird,667431,2365,Glendevie Dr,190829200,36284,"tell what o’clock it is!’
"
2314,93627,Shaquana Ketter,374787,275,Angelica St,774490763,93627,"poker will burn you if you hold it too long; and that if you cut your
"
2315,63219,Shaunna Speidel,725330,2854,Korogwe Forest St,485513378,63219,"fire, and at once set to work throwing everything within her reach at
"
2316,24675,Kristal Husar,975668,3661,David Victoria Blvd,695389028,24675,"
"
2317,48623,Gino Cumblidge,584986,3660,Holyoke Circle,274531467,48623,"
"
2318,63538,Sol Gilyard,569819,11,Cull Way,427726945,63538,"I’m quite tired of being such a tiny little thing!’
"
2319,43388,Rhonda Behl,544138,2305,Pondwicks Blvd,208325677,43388,"them even when they hit her; and the baby was howling so much already,
"
2320,62367,Concha Fiveash,378266,1556,Burrabogee St,990175660,62367,"
"
2321,37054,Marjory Hinsley,403141,2414,Thomas Atkinson Circle,247585910,37054,"but at any rate it would not open any of them. However, on the second
"
2322,54142,Brittni Schlieter,293365,2407,McKibbin St,144342097,54142,"‘And now which is which?’ she said to herself, and nibbled a little of
"
2323,57424,Suzanna Faudree,681392,1476,Cauley Ave,243687072,57424,"  But the snail replied “Too far, too far!” and gave a look askance--
"
2324,34953,Carlton Stefani,206712,2209,Blais Farm Circle,388369745,34953,"
"
2325,50559,Gene Horsey,645110,2171,Parish Gate Blvd,816632180,50559,"
"
2326,36970,Zackary Giesel,824869,110,Sumner South Circle,378364464,36970,"resting in the shade: however, the moment they saw her, they hurried
"
2327,93399,Etta Gumz,962009,867,N Market Way,526309603,93399,"court,” and I never understood what it meant till now.’
"
2328,53479,Nancee Salimi,113486,3754,Walking Circle,573601753,53479,"between them, fast asleep, and the other two were using it as a
"
2329,84922,Marisa Guziec,147347,3530,Akbar Ave,271511064,84922,"scratching and scrambling about in the chimney close above her: then,
"
2330,63224,Jimmy Matya,863164,1916,Melea St,304261851,63224,"
"
2331,16932,Curt Stanczyk,385629,2987,Elgin Mental Hospital Dr,343649915,16932,"one corner of it: ‘No room! No room!’ they cried out when they saw Alice
"
2332,57526,Quintin Volpi,819386,2980,New Village Circle,326464896,57526,"
"
2333,86502,Alfonso Desautels,415236,573,E Lake Shore Way,698940619,86502,"you might like to try the thing yourself, some winter day, I will tell
"
2334,64882,Alphonse Kaub,840041,3329,Escalle Ave,641422541,64882,"that did not sneeze, were the cook, and a large cat which was sitting on
"
2335,11278,Wes Bacher,976182,3909,San Benito St,295763459,11278,"Alice felt a little irritated at the Caterpillar’s making such VERY
"
2336,21900,Gisela Amanza,248553,3705,Pooles Rd,344639692,21900,"
"
2337,24072,Tessa Baptise,642061,2915,Duri Blvd,773947190,24072,"Distraction, Uglification, and Derision.’
"
2338,87484,Valentine Pho,186503,1970,Weant Dr,365151097,87484,"hoarse, feeble voice: ‘I heard every word you fellows were saying.’
"
2339,32898,Afton Notari,961844,3499,Watchhouse Rd,830035713,32898,"Alice opened the door and found that it led into a small passage, not
"
2340,51786,Larraine Giddens,696714,467,Stone Brook St,543523119,51786,"CHAPTER VII. A Mad Tea-Party
"
2341,95618,Audrey Gambler,960829,2207,Briarcrest Way,344511334,95618,"             Said
"
2342,83633,Stuart Moitoza,185184,3066,Red Farm Circle,532142888,83633,"seemed to be no chance of this, so she began looking at everything about
"
2343,36077,Dominque Sweeten,748922,342,Posadera Way,529203411,36077,"slipped in like herself.
"
2344,98443,Giuseppina Shade,407837,2131,Dagnino Blvd,867912101,98443,"
"
2345,62143,Lucien Bushweller,597750,3590,Duluth Dr,188210350,62143,"players, except the King, the Queen, and Alice, were in custody and
"
2346,46107,Jewell Cantakis,121973,504,Boroline Circle,815488723,46107,"By the time she had caught the flamingo and brought it back, the fight
"
2347,68952,Luisa Adema,381265,1366,Clay Cliffe Ave,345350112,68952,"upset, and their slates and pencils had been found and handed back to
"
2348,51872,Laticia Telecky,926467,1963,Von Braun Way,583840786,51872,"‘How the creatures order one about, and make one repeat lessons!’
"
2349,22381,Glynda Chambliss,599314,1345,Aaron Park Blvd,878884800,22381,"
"
2350,79206,Kacie Preza,468207,2655,Adult Way,917508554,79206,"   Pennyworth only of beautiful Soup?
"
2351,34231,Tiffiny Franzese,793509,1249,Rayley Ave,465481903,34231,"were nowhere to be found: all she could see, when she looked down, was
"
2352,80697,Shaniqua Albaugh,867337,1050,Back Cromer Ave,159326774,80697,"‘That’s very important,’ the King said, turning to the jury. They were
"
2353,81587,Tyisha Bustos,214367,1545,Dulittle St,295855443,81587,"“French, music, AND WASHING--extra.”’
"
2354,26572,Sharmaine Obradovich,127368,2732,Jute St,675635375,26572,"VERY much out of the way to hear the Rabbit say to itself, ‘Oh dear!
"
2355,46326,Alex Crookshank,972274,2181,N Cumnor St,942837321,46326,"
"
2356,28455,Odell Makovec,938324,2518,Seaside Blvd,622819590,28455,"
"
2357,63615,Jorge Feistner,927934,65,Kalkada Way,961875215,63615,"
"
2358,31793,Davida Kucinski,207247,287,Honey Bear Blvd,231975114,31793,"noticing her. Then followed the Knave of Hearts, carrying the King’s
"
2359,11723,Jess Weisgerber,103936,2939,Chisledon Rd,269100406,11723,"bore it as well as she could.
"
2360,21324,Nubia Dziduch,722083,1254,Major Deegan Service Blvd,593385582,21324,"‘THAT you won’t’ thought Alice, and, after waiting till she fancied
"
2361,18153,Deloras Werkheiser,475274,1565,Great Pines Rd,815376343,18153,"sharp little chin into Alice’s shoulder as she added, ‘and the moral
"
2362,71170,Stacy Choma,175107,2166,Granby Ave,784358792,71170,"So she sat on, with closed eyes, and half believed herself in
"
2363,79945,Rey Thoma,414019,2289,Travelo Rd,192096278,79945,"Gryphon.
"
2364,27885,Gilda Dominiak,394177,3761,Cedarberry Dr,161027132,27885,"presented the thimble, saying ‘We beg your acceptance of this elegant
"
2365,81266,Quentin Prout,776311,3856,Pettibone Ave,722241716,81266,"themselves.”’
"
2366,82341,Brooke Bay,992923,2698,Glen Avon Way,246291236,82341,"
"
2367,17191,Edmundo Kimpton,858988,2534,Eaglesfield Blvd,716165226,17191,"‘Well, there was Mystery,’ the Mock Turtle replied, counting off
"
2368,62859,Janeen Schadel,335620,2135,Honolulu Dr,411551214,62859,"‘I’ve had nothing yet,’ Alice replied in an offended tone, ‘so I can’t
"
2369,30532,Makeda Stempert,995544,457,Bolus Blvd,991833651,30532,"serpents! There’s no pleasing them!’
"
2370,59296,Shannan Kimminau,890636,3344,Bertwell Ave,287257028,59296,"
"
2371,93637,Elisha Kalenak,794922,1402,Meeting Oak St,427772593,93637,"little golden key in the lock, and to her great delight it fitted!
"
2372,80177,Evan Krajewski,300967,2780,Bulmer Blvd,915352287,80177,"and very soon had to kneel down on the floor: in another minute there
"
2373,61566,Elwood Palla,147062,3968,Arana Blvd,904475275,61566,"At this moment the King, who had been for some time busily writing in
"
2374,20520,Alejandro Affeld,449573,1913,Empire Circle,973983222,20520,"plate with the name ‘W. RABBIT’ engraved upon it. She went in without
"
2375,48538,Lashawnda Fiegel,849059,15,Lendore Way,293377539,48538,"
"
2376,61540,Rosanne Hellams,985357,3890,Goyak Blvd,381384100,61540,"queer everything is to-day! And yesterday things went on just as usual.
"
2377,76227,Veda Longinotti,613621,745,Hythe Park Ave,847436970,76227,"themselves flat upon their faces. There was a sound of many footsteps,
"
2378,50463,Natasha Bellefeuille,334516,1454,Buckhold Rd,343184870,50463,"   Who would not give all else for two
"
2379,50135,Floyd Stitch,861898,3720,Big Ranch Dr,685160404,50135,"
"
2380,83030,Danette Sartell,173220,1567,Saint Benedicts St,929787479,83030,"
"
2381,51257,Jackie Grosshans,294052,1688,Wisseman Ave,285718863,51257,"inquisitively, and seemed to her to wink with one of its little eyes,
"
2382,80745,Mervin Eacret,583746,2338,Kelsic Rd,931428289,80745,"felt that it ought to be treated with respect.
"
2383,80629,Ethan Wojtanowski,113238,1377,South Holden Ave,653140216,80629,"
"
2384,73608,George Cali,921622,197,Cowper Rd,581972481,73608,"like a star-fish,’ thought Alice. The poor little thing was snorting
"
2385,76435,Dale Speegle,381503,229,Gingells Farm Dr,396203075,76435,"    Though they were mine before.
"
2386,54921,Orval Eckroad,727470,2267,Addisson Circle,820442521,54921,"a mouse--to a mouse--a mouse--O mouse!’) The Mouse looked at her rather
"
2387,44978,Marlin Kesten,665631,673,Shell Lake Dr,452083414,44978,"in front of them, with her arms folded, frowning like a thunderstorm.
"
2388,90524,Serita Vilar,615625,1763,New Maple St,460277486,90524,"‘You might just as well say,’ added the March Hare, ‘that “I like what I
"
2389,91171,Agustin Goonez,300914,208,Lawtonwood Blvd,991354520,91171,"   Soup of the evening, beautiful Soup!
"
2390,52304,Russell Hazlewood,362478,1580,Deer Creek Heights Way,498227628,52304,"‘I’ll tell it her,’ said the Mock Turtle in a deep, hollow tone: ‘sit
"
2391,24044,Laverne Mera,487152,2460,Carr Wood Rd,806360336,24044,"    That your eye was as steady as ever;
"
2392,67914,Williams Streitnatter,548875,589,Smithson Circle,966797817,67914,"behind it was a little door about fifteen inches high: she tried the
"
2393,56699,Elois Hadson,817372,1222,Handcross Rd,723860272,56699,"‘There might be some sense in your knocking,’ the Footman went on
"
2394,50621,Emmett Heartsill,683192,681,Artillary Way,770249397,50621,"
"
2395,65504,Lieselotte Calisto,807330,2039,Lumsdale Circle,418873138,65504,"it out into the open air. ‘IF I don’t take this child away with me,’
"
2396,44344,Alicia Mcclenahan,841648,1066,Thurbon Ave,887887160,44344,"looked at the sides of the well, and noticed that they were filled with
"
2397,53382,Myles Marushia,313009,2094,Ightham Dr,823412663,53382,"‘What I was going to say,’ said the Dodo in an offended tone, ‘was, that
"
2398,84910,Jayme Secor,100460,872,Cooksey Circle,221254409,84910,"drunk half the bottle, she found her head pressing against the ceiling,
"
2399,68565,Vasiliki Hoffses,987235,194,Worrell Circle,121474802,68565,"turned the corner, but the Rabbit was no longer to be seen: she found
"
2400,62495,Emmitt Bayer,640110,193,Totnes Circle,403317394,62495,"to repeat it, when a cry of ‘The trial’s beginning!’ was heard in the
"
2401,76273,Shirely Dewater,758856,3302,Monkery Way,929402640,76273,"‘And be quick about it,’ added the Hatter, ‘or you’ll be asleep again
"
2402,75276,Shayne Buckey,713858,1493,East Tacoma Dr,783277149,75276,"
"
2403,55584,Junior Emig,592765,726,General Henry Knox Rd,799216285,55584,"‘No, no!’ said the Queen. ‘Sentence first--verdict afterwards.’
"
2404,74677,Julio Hubner,600340,2676,Henley Marine Circle,818160064,74677,"The judge, by the way, was the King; and as he wore his crown over the
"
2405,78658,Blake Chrones,310242,2014,Franklin Ave,423048084,78658,"      both go to
"
2406,63180,Kelley Hennecke,151798,2525,Bight St,540110420,63180,"neck would bend about easily in any direction, like a serpent. She had
"
2407,33174,Ji Olexa,584904,3595,Linda Marie Blvd,382276758,33174,"set off at once, and ran till she was quite tired and out of breath, and
"
2408,50677,Maureen Uribe,479130,3998,Brabyns Dr,339163521,50677,"have the experiment tried.
"
2409,42879,Gregorio Mosely,522659,2789,Carquinez Way,383387085,42879,"‘You couldn’t have wanted it much,’ said Alice; ‘living at the bottom of
"
2410,20760,Marcell Diliberti,699999,673,Fegan Way,441536567,20760,"‘I’ve had nothing yet,’ Alice replied in an offended tone, ‘so I can’t
"
2411,80254,Hong Dair,895145,3039,Shellmound St,162638417,80254,"
"
2412,42702,Lashaun Mensi,680444,1762,Belper Blvd,747011019,42702,"can do no more, whatever happens. What WILL become of me?’
"
2413,75298,Sang Turcio,550448,2610,S Heights Ave,469471632,75298,"
"
2414,97349,Dotty Cardo,635408,3342,North Evergreen St,499886230,97349,"court, arm-in-arm with the Dormouse. ‘Fourteenth of March, I think it
"
2415,33082,Ryan Balderree,259141,3378,Colerain Rd,102496854,33082,"
"
2416,12578,Chong Rosel,758871,2028,Thomas View Way,237037927,12578,"    Has lasted the rest of my life.’
"
2417,79397,Allyn Garnes,478692,415,Western Park St,823708668,79397,"over!’
"
2418,19949,Lonnie Fravel,300932,392,Creeds Mill St,732052355,19949,"
"
2419,11863,Ricardo Gellatly,728305,2021,N Court House Circle,961272528,11863,"the Rabbit coming to look for her, and she trembled till she shook the
"
2420,67386,Lida Loeppke,872617,367,Red Haven St,285924603,67386,"‘But, it goes on “THEY ALL RETURNED FROM HIM TO YOU,”’ said Alice.
"
2421,90604,Waldo Lenoue,121019,2466,Nicolosi Circle,689998210,90604,"‘We had the best of educations--in fact, we went to school every day--’
"
